patients_Id,patients_BIRTHDATE,patients_DEATHDATE,patients_SSN,patients_DRIVERS,patients_PASSPORT,patients_PREFIX,patients_FIRST,patients_LAST,patients_SUFFIX,patients_MAIDEN,patients_MARITAL,patients_RACE,patients_ETHNICITY,patients_GENDER,patients_BIRTHPLACE,patients_ADDRESS,patients_CITY,patients_STATE,patients_COUNTY,patients_ZIP,patients_LAT,patients_LON,patients_HEALTHCARE_EXPENSES,patients_HEALTHCARE_COVERAGE,conditions_DESCRIPTION,SDoH_2020_ZIPCODE_1_0_Risk_Score,CMS_Solution,Name_of_Servicer,Servicer_Address,Servicer_ZiPcode,Servicer_LON,Servicer_LAT,Servicer_Phone_Number,Distance_miles_to_Servicer,Primary Key,Gap-dataverse
9c4c1885-35af-48b9-a09f-4ea448d40d75,2/14/1922,8/20/2013,999-64-9847,S99913019,X22512472X,Mrs.,Elena945,Grijalva82,,脕valos396,M,asian,hispanic,F,Lima  Lima Province  PE,238 Willms Bridge Suite 95,Cambridge,Massachusetts,Middlesex County,2140,42.41934282,-71.12776489,1511026.87,101892.77,Diabetes,0.17,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,93,"Diabetes with SDoH Risk Score of 0.17, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Cambridge MA 01013 800-123-1114 and Distance to Servicer 93miles",Diabetes with SDoH Score of 0.17
16fe231f-5db5-4213-9ce0-ba1944eac066,3/4/1955,6/1/1990,999-20-4435,S99946705,X60938497X,Ms.,Kaye394,Hilpert278,,,S,white,nonhispanic,F,Hudson  Massachusetts  US,491 Heaney Flat,Sharon,Massachusetts,Norfolk County,2067,42.09719284,-71.20329726,845751.75,4604.08,Heart Disease,0.05,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,94,"Heart Disease with SDoH Risk Score of 0.05, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Sharon MA 01013 800-123-1115 and Distance to Servicer 94miles",Heart Disease with SDoH Score of 0.05
46d3a308-7383-47ff-802c-c97bfd727720,5/7/1958,5/29/2018,999-46-2132,S99945362,X17858967X,Mr.,Antonio44,Abshire638,,,M,white,nonhispanic,M,Athol  Massachusetts  US,222 Corwin Track Suite 45,Boston,Massachusetts,Suffolk County,2114,42.30485906,-71.13380704,1594802.1,4238.84,Heart Disease,0.23,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,94,"Heart Disease with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Boston MA 01013 800-123-1115 and Distance to Servicer 94miles",Heart Disease with SDoH Score of 0.23
064341a0-60ed-4d68-88a7-5c730572d285,11/2/1958,,999-14-4569,S99917457,X30595671X,Mr.,Elliot577,Hane680,,,M,white,nonhispanic,M,Southborough  Massachusetts  US,1094 Glover Mission,Somerville,Massachusetts,Middlesex County,2143,42.41014004,-71.11688172,35488.7,354.96,Heart Disease,0.23,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,94,"Heart Disease with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Somerville MA 01013 800-123-1115 and Distance to Servicer 94miles",Heart Disease with SDoH Score of 0.23
c08e3ee0-69fa-4a66-ad6f-e5905400d046,8/30/1991,,999-60-4159,S99934382,X22106632X,Mrs.,Kasie673,Rohan584,,Walker122,M,asian,nonhispanic,F,Lowell  Massachusetts  US,202 Hagenes Ville,Cambridge,Massachusetts,Middlesex County,2138,42.3710755,-71.11844898,606787.57,5124.41,Diabetes,0.23,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,94,"Diabetes with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Cambridge MA 01013 800-123-1113 and Distance to Servicer 94miles",Diabetes with SDoH Score of 0.23
c08e3ee0-69fa-4a66-ad6f-e5905400d046,8/30/1991,,999-60-4159,S99934382,X22106632X,Mrs.,Kasie673,Rohan584,,Walker122,M,asian,nonhispanic,F,Lowell  Massachusetts  US,202 Hagenes Ville,Cambridge,Massachusetts,Middlesex County,2138,42.3710755,-71.11844898,606787.57,5124.41,Diabetes,0.23,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,94,"Diabetes with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Cambridge MA 01013 800-123-1114 and Distance to Servicer 94miles",Diabetes with SDoH Score of 0.23
fbb19794-9e58-4232-b7df-dfed61c3341f,9/16/2000,,999-72-5034,S99910353,,Ms.,Hye44,Barton704,,,,white,nonhispanic,F,Lynnfield  Massachusetts  US,366 Dickinson Road,Melrose,Massachusetts,Middlesex County,2176,42.45862576,-71.1064512,490207.33,8095.92,Asthma,0.19,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,94,"Asthma with SDoH Risk Score of 0.19, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Melrose MA 01013 800-123-1111 and Distance to Servicer 94miles",Asthma with SDoH Score of 0.19
fbb19794-9e58-4232-b7df-dfed61c3341f,9/16/2000,,999-72-5034,S99910353,,Ms.,Hye44,Barton704,,,,white,nonhispanic,F,Lynnfield  Massachusetts  US,366 Dickinson Road,Melrose,Massachusetts,Middlesex County,2176,42.45862576,-71.1064512,490207.33,8095.92,Asthma,0.19,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,94,"Asthma with SDoH Risk Score of 0.19, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Melrose MA 01013 800-123-1112 and Distance to Servicer 94miles",Asthma with SDoH Score of 0.19
5b891358-1bb3-4bbf-b8a6-a73fbe58efe7,12/21/1962,,999-58-8644,S99992512,X35458892X,Ms.,Rene434,Schinner682,,,S,black,nonhispanic,F,Lowell  Massachusetts  US,604 Sipes Divide Unit 0,Boston,Massachusetts,Suffolk County,2136,42.2380395,-71.14001845,1116196.22,3667.92,Diabetes,0.62,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,94,"Diabetes with SDoH Risk Score of 0.62, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Boston MA 01013 800-123-1113 and Distance to Servicer 94miles",Diabetes with SDoH Score of 0.62
5b891358-1bb3-4bbf-b8a6-a73fbe58efe7,12/21/1962,,999-58-8644,S99992512,X35458892X,Ms.,Rene434,Schinner682,,,S,black,nonhispanic,F,Lowell  Massachusetts  US,604 Sipes Divide Unit 0,Boston,Massachusetts,Suffolk County,2136,42.2380395,-71.14001845,1116196.22,3667.92,Diabetes,0.62,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,94,"Diabetes with SDoH Risk Score of 0.62, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Boston MA 01013 800-123-1114 and Distance to Servicer 94miles",Diabetes with SDoH Score of 0.62
2146b1c2-74e9-4217-8869-b8121bead8cc,7/4/2010,,999-10-8649,,,,Larisa542,Fritsch593,,,,white,nonhispanic,F,Leominster  Massachusetts  US,1094 Herman Stravenue Apt 62,Cambridge,Massachusetts,Middlesex County,2138,42.41919509,-71.10373977,205862.01,2767.32,Asthma,0.23,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,94,"Asthma with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Cambridge MA 01013 800-123-1111 and Distance to Servicer 94miles",Asthma with SDoH Score of 0.23
2146b1c2-74e9-4217-8869-b8121bead8cc,7/4/2010,,999-10-8649,,,,Larisa542,Fritsch593,,,,white,nonhispanic,F,Leominster  Massachusetts  US,1094 Herman Stravenue Apt 62,Cambridge,Massachusetts,Middlesex County,2138,42.41919509,-71.10373977,205862.01,2767.32,Asthma,0.23,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,94,"Asthma with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Cambridge MA 01013 800-123-1112 and Distance to Servicer 94miles",Asthma with SDoH Score of 0.23
119ab996-9fbd-4243-9a4a-e821dfc6c6f9,5/30/1913,5/25/2001,999-27-9054,S99995812,X23643503X,Mr.,Darrick836,Hoppe518,,,M,black,nonhispanic,M,Chicopee  Massachusetts  US,471 Gerlach Trafficway,Boston,Massachusetts,Suffolk County,2163,42.35977455,-71.10708421,1714582.4,12948.19,Heart Disease,0.84,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,95,"Heart Disease with SDoH Risk Score of 0.84, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Boston MA 01013 800-123-1115 and Distance to Servicer 95miles",Heart Disease with SDoH Score of 0.84
cae10920-f977-48b4-a0d3-4d70ad561fd1,5/30/1913,5/2/2009,999-57-1891,S99957329,X15599474X,Mr.,Logan497,Brekke496,,,S,black,nonhispanic,M,Boston  Massachusetts  US,1081 Orn Street,Boston,Massachusetts,Suffolk County,2128,42.36692594,-71.1015506,1901642.45,927873.53,Diabetes,0.72,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,95,"Diabetes with SDoH Risk Score of 0.72, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Boston MA 01013 800-123-1113 and Distance to Servicer 95miles",Diabetes with SDoH Score of 0.72
cae10920-f977-48b4-a0d3-4d70ad561fd1,5/30/1913,5/2/2009,999-57-1891,S99957329,X15599474X,Mr.,Logan497,Brekke496,,,S,black,nonhispanic,M,Boston  Massachusetts  US,1081 Orn Street,Boston,Massachusetts,Suffolk County,2128,42.36692594,-71.1015506,1901642.45,927873.53,Diabetes,0.72,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,95,"Diabetes with SDoH Risk Score of 0.72, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Boston MA 01013 800-123-1114 and Distance to Servicer 95miles",Diabetes with SDoH Score of 0.72
19d6d7d2-4f3c-437c-9378-6c9a730c3f96,1/18/1970,1/25/1998,999-37-5896,S99991030,X74548283X,Mr.,Rodger755,Lynch190,,,M,white,nonhispanic,M,Easton  Massachusetts  US,938 Wunsch Bay Suite 74,Haverhill,Massachusetts,Essex County,1832,42.73296326,-71.10972052,718019.02,3250.52,Heart Disease,0.71,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,95,"Heart Disease with SDoH Risk Score of 0.71, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Haverhill MA 01013 800-123-1115 and Distance to Servicer 95miles",Heart Disease with SDoH Score of 0.71
aa266066-bb51-4990-be9b-0a49fc65303e,9/22/1954,10/8/2017,999-83-2379,S99937074,X7342102X,Mrs.,Lucinda68,Waters156,,Cummings51,M,black,nonhispanic,F,Lawrence  Massachusetts  US,353 Bradtke Viaduct,Quincy,Massachusetts,Norfolk County,2170,42.27968751,-71.11360525,198960.23,11667.06,Heart Disease,0.52,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,95,"Heart Disease with SDoH Risk Score of 0.52, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Quincy MA 01013 800-123-1115 and Distance to Servicer 95miles",Heart Disease with SDoH Score of 0.52
1c0cea09-f0db-4ef0-a551-d67645ee4538,4/24/1927,7/24/2018,999-42-6157,S99918277,X52058850X,Mrs.,Hsiu839,McClure239,,Lynch190,M,asian,nonhispanic,F,Ahmedabad  Gujarat  IN,420 Nitzsche Vale,Melrose,Massachusetts,Middlesex County,2176,42.4907731,-71.0839128,133534.4,40757.64,Heart Disease,0.19,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,95,"Heart Disease with SDoH Risk Score of 0.19, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Melrose MA 01013 800-123-1115 and Distance to Servicer 95miles",Heart Disease with SDoH Score of 0.19
fd3be685-fa44-4ccd-836a-f4a47b2d4d34,7/5/1978,,999-93-4311,S99991973,X24841742X,Mr.,Augustine565,Bruen238,,,M,white,nonhispanic,M,Medway  Massachusetts  US,809 Armstrong Branch,Medford,Massachusetts,Middlesex County,2155,42.40293029,-71.08307241,872165.26,3651.28,Diabetes,0.27,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,96,"Diabetes with SDoH Risk Score of 0.27, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Medford MA 01013 800-123-1113 and Distance to Servicer 96miles",Diabetes with SDoH Score of 0.27
fd3be685-fa44-4ccd-836a-f4a47b2d4d34,7/5/1978,,999-93-4311,S99991973,X24841742X,Mr.,Augustine565,Bruen238,,,M,white,nonhispanic,M,Medway  Massachusetts  US,809 Armstrong Branch,Medford,Massachusetts,Middlesex County,2155,42.40293029,-71.08307241,872165.26,3651.28,Diabetes,0.27,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,96,"Diabetes with SDoH Risk Score of 0.27, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Medford MA 01013 800-123-1114 and Distance to Servicer 96miles",Diabetes with SDoH Score of 0.27
6e239b88-5153-4098-85ab-27bd7539cd0e,1/10/2013,,999-33-2298,,,,Nanci249,Beahan375,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,769 Deckow Ramp,Malden,Massachusetts,Middlesex County,2155,42.37487313,-71.08520582,161335.13,6970.52,Asthma,0.27,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,96,"Asthma with SDoH Risk Score of 0.27, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Malden MA 01013 800-123-1111 and Distance to Servicer 96miles",Asthma with SDoH Score of 0.27
6e239b88-5153-4098-85ab-27bd7539cd0e,1/10/2013,,999-33-2298,,,,Nanci249,Beahan375,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,769 Deckow Ramp,Malden,Massachusetts,Middlesex County,2155,42.37487313,-71.08520582,161335.13,6970.52,Asthma,0.27,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,96,"Asthma with SDoH Risk Score of 0.27, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Malden MA 01013 800-123-1112 and Distance to Servicer 96miles",Asthma with SDoH Score of 0.27
e8ae3951-69d1-4257-a22b-ed03327260d7,6/29/1995,,999-72-7444,S99913253,X35061185X,Mr.,Jessie665,Hegmann834,,,,black,nonhispanic,M,Westborough  Massachusetts  US,982 Mueller Rue,Chelsea,Massachusetts,Suffolk County,2151,42.39474733,-71.08092482,521662.09,3780.44,Asthma,0.69,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,96,"Asthma with SDoH Risk Score of 0.69, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Chelsea MA 01013 800-123-1111 and Distance to Servicer 96miles",Asthma with SDoH Score of 0.69
e8ae3951-69d1-4257-a22b-ed03327260d7,6/29/1995,,999-72-7444,S99913253,X35061185X,Mr.,Jessie665,Hegmann834,,,,black,nonhispanic,M,Westborough  Massachusetts  US,982 Mueller Rue,Chelsea,Massachusetts,Suffolk County,2151,42.39474733,-71.08092482,521662.09,3780.44,Asthma,0.69,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,96,"Asthma with SDoH Risk Score of 0.69, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Chelsea MA 01013 800-123-1112 and Distance to Servicer 96miles",Asthma with SDoH Score of 0.69
be8fc232-6d5c-4d97-9a1b-f9b17e06c3ff,8/17/1973,,999-83-8158,S99936264,X76474542X,Mrs.,Soledad678,Duarte203,,Briones478,M,white,hispanic,F,La Paz  Baja California  MX,503 Dibbert Divide,Boston,Massachusetts,Suffolk County,2116,42.30108054,-71.089609,95042.28,6702.92,Heart Disease,0.18,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,96,"Heart Disease with SDoH Risk Score of 0.18, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Boston MA 01013 800-123-1115 and Distance to Servicer 96miles",Heart Disease with SDoH Score of 0.18
3335451e-608b-493a-9560-f0a05dd50b17,3/6/2017,,999-37-1994,,,,Gwenn701,Runolfsson901,,,,white,nonhispanic,F,Medford  Massachusetts  US,1025 Carter Quay Suite 75,Somerville,Massachusetts,Middlesex County,2138,42.42510403,-71.07097149,86459.81,1420.76,Asthma,0.23,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,96,"Asthma with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Somerville MA 01013 800-123-1111 and Distance to Servicer 96miles",Asthma with SDoH Score of 0.23
3335451e-608b-493a-9560-f0a05dd50b17,3/6/2017,,999-37-1994,,,,Gwenn701,Runolfsson901,,,,white,nonhispanic,F,Medford  Massachusetts  US,1025 Carter Quay Suite 75,Somerville,Massachusetts,Middlesex County,2138,42.42510403,-71.07097149,86459.81,1420.76,Asthma,0.23,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,96,"Asthma with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Somerville MA 01013 800-123-1112 and Distance to Servicer 96miles",Asthma with SDoH Score of 0.23
be33d994-f841-40a4-9410-66555cf90fed,2/11/1969,,999-62-9791,S99972649,X64212036X,Mrs.,Arnetta705,Schumm995,,Rolfson709,M,white,nonhispanic,F,Millis  Massachusetts  US,777 Sanford Fort Suite 96,Reading,Massachusetts,Middlesex County,1801,42.56115558,-71.06736074,1027698.46,18168.22,Diabetes,0.35,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,96,"Diabetes with SDoH Risk Score of 0.35, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Reading MA 01013 800-123-1113 and Distance to Servicer 96miles",Diabetes with SDoH Score of 0.35
be33d994-f841-40a4-9410-66555cf90fed,2/11/1969,,999-62-9791,S99972649,X64212036X,Mrs.,Arnetta705,Schumm995,,Rolfson709,M,white,nonhispanic,F,Millis  Massachusetts  US,777 Sanford Fort Suite 96,Reading,Massachusetts,Middlesex County,1801,42.56115558,-71.06736074,1027698.46,18168.22,Diabetes,0.35,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,96,"Diabetes with SDoH Risk Score of 0.35, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Reading MA 01013 800-123-1114 and Distance to Servicer 96miles",Diabetes with SDoH Score of 0.35
475b2a8b-19a0-451a-b965-9c6bebf16434,5/30/1913,,999-38-4849,S99959961,X83016459X,Mr.,Manual570,Kertzmann286,,,M,black,nonhispanic,M,Brockton  Massachusetts  US,976 Lowe Branch,Boston,Massachusetts,Suffolk County,2115,42.301248,-71.08726566,1865296.72,32608.76,Heart Disease,0.81,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,96,"Heart Disease with SDoH Risk Score of 0.81, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Boston MA 01013 800-123-1115 and Distance to Servicer 96miles",Heart Disease with SDoH Score of 0.81
dda6a788-814a-48f2-8ebe-bc57e4cefd92,7/23/1942,2/15/2003,999-32-4761,S99989957,X17462476X,Mrs.,Paulene52,McCullough561,,Ritchie586,M,white,nonhispanic,F,Tewksbury  Massachusetts  US,1093 Kunde Green,Cambridge,Massachusetts,Middlesex County,2140,42.37970858,-71.06945502,1223442.04,9230.64,Heart Disease,0.17,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,96,"Heart Disease with SDoH Risk Score of 0.17, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Cambridge MA 01013 800-123-1115 and Distance to Servicer 96miles",Heart Disease with SDoH Score of 0.17
48f06aac-21ac-44d5-9bf5-d921d30cef89,7/17/1946,,999-59-8122,S99921460,X28084715X,Mr.,Eusebio566,Schulist381,,,S,white,nonhispanic,M,Malden  Massachusetts  US,511 Graham Union Suite 58,Malden,Massachusetts,Middlesex County,2155,42.43637028,-71.06238564,1373079.72,10308.61,Heart Disease,0.27,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,96,"Heart Disease with SDoH Risk Score of 0.27, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Malden MA 01013 800-123-1115 and Distance to Servicer 96miles",Heart Disease with SDoH Score of 0.27
fd3acd35-add1-4634-8c90-68ed0f638fde,9/24/1950,10/19/2013,999-26-3210,S99999593,X26670740X,Mr.,Wilber603,Schinner682,,,S,white,nonhispanic,M,Concord  Massachusetts  US,378 Terry Mews,Lynn,Massachusetts,Essex County,1905,42.54425769,-71.0578282,1382144.64,21562.72,Heart Disease,0.82,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,97,"Heart Disease with SDoH Risk Score of 0.82, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Lynn MA 01013 800-123-1115 and Distance to Servicer 97miles",Heart Disease with SDoH Score of 0.82
e974e5c3-9b22-41f2-b3a3-c12848f29a73,2/14/1922,4/17/2016,999-40-9174,S99950579,X27596354X,Mrs.,Ramona980,Alcaraz418,,V谩zquez552,M,asian,hispanic,F,Port-au-Prince  Haiti  HT,932 Hoppe Camp Unit 1,Cambridge,Massachusetts,Middlesex County,2140,42.32956821,-71.06557507,1399151.49,28678.46,Heart Disease,0.17,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,97,"Heart Disease with SDoH Risk Score of 0.17, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Cambridge MA 01013 800-123-1115 and Distance to Servicer 97miles",Heart Disease with SDoH Score of 0.17
f9149e25-1799-44bf-a5aa-449b41161345,5/26/1981,,999-16-7133,S99912967,X38833568X,Mrs.,Valrie435,Mertz280,,Hauck852,M,white,hispanic,F,Wellesley  Massachusetts  US,939 Gutmann Alley,Cambridge,Massachusetts,Middlesex County,2138,42.3980141,-71.04818241,825368.39,23877.66,Diabetes,0.23,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,97,"Diabetes with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Cambridge MA 01013 800-123-1113 and Distance to Servicer 97miles",Diabetes with SDoH Score of 0.23
f9149e25-1799-44bf-a5aa-449b41161345,5/26/1981,,999-16-7133,S99912967,X38833568X,Mrs.,Valrie435,Mertz280,,Hauck852,M,white,hispanic,F,Wellesley  Massachusetts  US,939 Gutmann Alley,Cambridge,Massachusetts,Middlesex County,2138,42.3980141,-71.04818241,825368.39,23877.66,Diabetes,0.23,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,97,"Diabetes with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Cambridge MA 01013 800-123-1114 and Distance to Servicer 97miles",Diabetes with SDoH Score of 0.23
a001f3e9-5955-4b52-bb83-99a791380c56,8/31/1957,,999-54-8544,S99945838,X55649009X,Ms.,Annalee788,Spencer878,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,389 Beatty Plaza Apt 32,Milton,Massachusetts,Norfolk County,2186,42.21454867,-71.0806664,1273445.33,11860.72,Heart Disease,0.08,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,98,"Heart Disease with SDoH Risk Score of 0.08, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Milton MA 01013 800-123-1115 and Distance to Servicer 98miles",Heart Disease with SDoH Score of 0.08
0e1ad739-81d1-4170-841d-414ddc97c93a,7/30/1997,,999-18-8253,S99982219,X314488X,Ms.,Vanda440,Cruickshank494,,,,white,nonhispanic,F,Worcester  Massachusetts  US,811 Hoppe Loaf,Boston,Massachusetts,Suffolk County,2114,42.38197562,-71.0440702,536604.51,8079.2,Asthma,0.23,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,98,"Asthma with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Boston MA 01013 800-123-1111 and Distance to Servicer 98miles",Asthma with SDoH Score of 0.23
0e1ad739-81d1-4170-841d-414ddc97c93a,7/30/1997,,999-18-8253,S99982219,X314488X,Ms.,Vanda440,Cruickshank494,,,,white,nonhispanic,F,Worcester  Massachusetts  US,811 Hoppe Loaf,Boston,Massachusetts,Suffolk County,2114,42.38197562,-71.0440702,536604.51,8079.2,Asthma,0.23,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,98,"Asthma with SDoH Risk Score of 0.23, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Boston MA 01013 800-123-1112 and Distance to Servicer 98miles",Asthma with SDoH Score of 0.23
9b8fdfcd-a8e1-4486-ac68-82cd1e190488,5/1/1920,10/17/2003,999-58-1410,S99911728,X1425304X,Mr.,Amado512,Nikolaus26,,,M,black,nonhispanic,M,Lowell  Massachusetts  US,711 Jerde Lane,Boston,Massachusetts,Suffolk County,2109,42.33558986,-71.0382544,313380.78,28509.66,Heart Disease,0.07,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,98,"Heart Disease with SDoH Risk Score of 0.07, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Boston MA 01013 800-123-1115 and Distance to Servicer 98miles",Heart Disease with SDoH Score of 0.07
